Category,Type,Cond_Price,IPTU_Price,Area,Bedrooms,Bathrooms,Garage,Property_Detail,Cond_Detail,Price,Zipcode,City,Neighboor,Address,Description
Apartamentos,Venda - apartamento padrão,R$ 680,R$ 0,86m²,2,3,1,Salão de festas,"Salão de festas, Condomínio fechado, Permitido animais, Portaria, Elevador",R$ 250.000,60410368,Fortaleza,Parreão,Rua Jaú,"Código do anúncio: MRGSN

O apartamento no bairro Parreão possui 86 metros quadrados com 2 quartos sendo 1 suite e 3 banheiros
Possui espaço jardinado, playground, salão de festas.Elevador que garante o transporte das suas malas e compras.
Encontra-se na privacidade de um condomínio fechado."
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,105m²,3,3,2,"Academia, Quarto de serviço, Área de serviço, Ar condicionado, Varanda, Piscina, Churrasqueira","Salão de festas, Elevador, Piscina, Permitido animais, Condomínio fechado, Portaria, Academia",R$ 776.000,60192025,Fortaleza,Cocó,Rua Vilebaldo Aguiar - de 741/742 a 2029/2030,"Código do anúncio: Platzsgoimoveis

Breve Lançamento de apartamento para venda com 105m² e 131m² no melhor do Cocó - Fortaleza - CE
Possui área de fitness, espaço gourmet, área verde de jardim, área de brinquedo para as crianças, salão de festas.
Vai lhe possibilitar curtir os dias mais quentes na piscina, todo o conforto do ar condicionado nos dias mais quentes.Espaço reservado para preparar o seu churrasco.
Elevador para mais praticidade no dia-a-dia.
Está em um condomínio protegido por grades."
Apartamentos,Venda - apartamento padrão,R$ 350,R$ 800,55m²,2,2,1,"Academia, Piscina, Ar condicionado, Churrasqueira","Salão de festas, Permitido animais, Portaria, Academia, Elevador, Piscina, Condomínio fechado",R$ 335.000,60355504,Fortaleza,Presidente Kennedy,Avenida Cearenses,"Código do anúncio: APJARDINO 1

Lançamento condomínio Jardino Passeio Kennedy.

Duas torres de dezenove andares com 10 apartamentos por andar, cinco nortes com vista mar e cinco sul olhando para o North Shopping.
Localizado entre o North Shopping e Rio Mar Kennedy, resolva tudo à poucos metros do seu lar e viva com alegria de está praticamente ao lado do segundo maior parque de Fortaleza, o Rachel de Queiroz.
Toda estrutura de área de lazer será entregue equipada e decorada, cada espaço uma aventura de viver!!
Na área interna do condomínio teremos um lindo jardim com várias árvores e flores possibilitando um contato maior com a natureza além do espaço livre para suas caminhadas.
Todos os apartamentos contam com varanda, sala dois ambientes, dois quartos sendo uma suíte, banheiro social e área de serviço.
uma vaga de garagem.
Entrega para Dezembro de 2024, programe-se e compre o apartamento dos seus sonhos. O apartamento no bairro Presidente Kennedy possui 55 metros quadrados com 2 quartos sendo 1 suíte e 2 banheiros.
Agende sua visita com um de nossos consultores."
Casas,Venda - casa em rua pública,R$ 0,R$ 0,280m²,4,5 ou mais,4,,,R$ 900.000,60822165,Fortaleza,Cambeba,Rua do Anjo Branco,"Código do anúncio: DX-86901

VISITE NOSSO SITE: WWW.AUDIMOVEIS.COM.BR
VISITE NOSSO INSTAGRAM: @AUDIMOVEIS 

Casa dúplex com 280m² de área construída, 100% projetada, dispondo de sala ampla, 04 suítes (sendo uma suíte master com jacuzzi, cozinha, despensa, área de serviço coberta, dependência, lateral solta, deck com churrasqueira e 04 vagas de garagem."
Apartamentos,Venda - apartamento padrão,R$ 220,R$ 0,47m²,2,2,1,"Área de serviço, Piscina","Piscina, Condomínio fechado",R$ 190.000,60710680,Fortaleza,Maraponga,Rua Júlio Alcides,"Código do anúncio: AP0338

Apartamento na Maraponga!

- 02 quartos
- 02 banheiros
- Sala de estar/jantar
- Cozinha
- Área de serviço

Área comum :
- Playground
- Piscina

*Valores sujeitos a alteração sem aviso prévio

Fazemos a aprovação do seu crédito, agende sua visita!!! -"
Apartamentos,Venda - apartamento padrão,R$ 700,,108m²,3,3,2,"Área de serviço, Varanda, Quarto de serviço","Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Salão de festas",R$ 500.000,60040470,Fortaleza,Fátima,Rua Coronel Pergentino Ferreira,"Próximo ao Pão de Açúcar

Características:
Andar Alto;
Área 108m²;
3 Suítes sendo 1 Suíte Reversível;
Ampla Sala Estar/Jantar;
Varanda;
Cozinha;
Área de serviço;
DCE;
2vgs;

Lazer:
Playground, Quadra, Salão de festas

Valor R$ 500.000,00
Cond. R$ 700,00

Agende Sua Visita!!!

Corretor Cláudio Diniz - CRECI 3040f
(85)... ver número"
Casas,Venda - casa em rua pública,R$ 0,R$ 0,10m²,3,2,,,,R$ 175.000,60840170,Fortaleza,Messejana,Rua 1 (Cj Res Morada da Lagoa),"Código do anúncio: TSFMAR17 (85)... ver número

COMPRE sua CASA da MELHOR forma. 

Entrada mínima: R$25.000,00
Parcelas no BOLETO.

NEGATIVADOS, AUTÔNOMOS E BAIXO SCORE

Possibilidade de financiamento ou autofinanciamento. 
 

imagens ilustrativas"
Apartamentos,Venda - apartamento padrão,R$ 380,R$ 1,46m²,2,1,1,"Área de serviço, Mobiliado, Armários na cozinha, Ar condicionado","Condomínio fechado, Permitido animais, Portaria, Salão de festas",R$ 130.000,60861330,Fortaleza,Passaré,Avenida da Saudade,"Código do anúncio: APT001236

Apartamento no Passaré 2 Quartos'-
Na Avenida da Saudade!    Venha fazer uma' visita'''

SOBRE O IMÓVEL:  UNIDADE NO 1 ANDAR ( 1 LANCE DE ESCADA ) 
- 46m²'
- 2 quartos ( projetados e com ar condicionado ) 
- Banheiro social (com Armários) e Blindex
- Sala (COM SANCRA DE GESSO ) 
- Cozinha (com armários)
- Área de serviço

SOBRE O CONDOMÍNIO:
- Portaria
- Escada
- Espaço gourmet
- Jardim
- 1 vaga de garagem
- Taxa de condomínio: R$ 380/mês

LOCAIS PRÓXIMOS:
- Posto de Saúde Alarico Leite
- Supermercado Irmãos Gêmeos
- Colégios: Conexão Saber e Teles
- Arena Castelão
- Zoológico Municipal Sargento Prata

Maiores Informações : 
Rafael Moura (85) 99645.5857 tim (whatshapp)
João Henrique (85) 98594.0829  oi (whatshapp)"
Casas,Venda - casa em condominio fechado,R$ 240,R$ 0,60m²,2,2,2,"Mobiliado, Porteiro 24h, Ar condicionado, Piscina, Churrasqueira","Condomínio fechado, Piscina, Portão eletrônico, Permitido animais, Academia",R$ 215.000,60749050,Fortaleza,Prefeito José Walter,Rua 03H (Residencial Monte Prince I e II),"Código do anúncio: CS002

A casa de condomínio duplex no bairro Prefeito José Walter possui 60 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros
Possui academia, espaço gourmet, área verde de jardim, área de recreação infantil, salão de festas.
Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva, todo o conforto do ar condicionado nos dias mais quentes.Espaço reservado para preparar o seu churrasco.
Encontra-se em um condomínio protegido por muros.
Já está com os móveis,fica tudo projetado..."
Casas,Venda - casa em rua pública,R$ 0,R$ 100,105m²,3,3,2,Área de serviço,,R$ 550.000,60822500,Fortaleza,Cidade dos Funcionários,Rua Júlio Lima,"Código do anúncio: MDD4341

Casa com área total de 288 m² do terreno, 105,18 m² área privativa, 03 dormitórios, 01 suite, dependência, cozinha, sala jantar, sala de estar, despensa, quintal grande e 02 vagas de garagem."
Apartamentos,Venda - apartamento padrão,,,44m²,1,1,1,"Armários embutidos, Armários na cozinha, Mobiliado, Ar condicionado, Varanda","Condomínio fechado, Elevador, Portaria, Piscina",,60165090,Fortaleza,Meireles,Avenida Antônio Justa - até 3543/3544,"Via Venetto

Apartamento no 5º Andar
1 quarto Climatizado no quarto
Sala de estar,
Varanda com vista parcial da beira mar
Cozinha.

Condomínio: 
Piscinas
Recepção
Wi-Fi.

Excelente oportunidade de morar ou investir.

Entre em contato (85)... ver número / 9815... ver número
Código do imóvel: V2027
Segunda a Sexta de 08:00 as 17:00 e sábado de 08:00 a 12:00

CRECI: 1321J

Itens relacionados:

Meireles ? Aldeota ? Beira mar ? Rebouças ? Esquina das silvas ? San Luigi ? Paço do bem ? Tragaluz ? Mar e mar ? Bossa nova ? Verano ? Astoria ? Solar vidal ? Casablanca ? Monte libano ? Libanus ? Dellos ? Plaza ? Lumni ? Mansão Macedo ? Splendido ? solar ? Cosmopolitan ? Campobelo ? Único ? Mandara lanai ? Mandara kauai ? Golfville ? Symbolo ? Maison bartelle ? La art ? La musique ? Alphaville ? Essenza - lessence ? Living Garden ? San Luigi ? Palatiun ? Avallon ? Imperator ? Infinity ? One ? Uno - Acquaville ? jardins ibiza ? Guararapes ? Cocó ? Fatima ? Botânico ? beach park ? Nautilus ? Fortaleza"
Apartamentos,Venda - apartamento padrão,R$ 505,R$ 0,84m²,3,2,2,,Elevador,R$ 680.000,60455365,Fortaleza,Parquelândia,Rua Padre Guerra - de 916/917 a 2609/2610,"Código do anúncio: AP0521

agua e luz são individuais (não está incluso no condomínio, 84metros quadrados  3 quartos (1 suíte - quarto casal) + 1 home office, varandas sala e quarto de casal, 2 vagas cobertas e fixas de garagem (subsolo, área de lazer completa (piscina adulto/infantil + sauna+parquinho+academia+2 decks com churrasqueira + 2 salões de festas + espaço gourmet, bastante área verde. documentação toda regular e matrícula atualizada aceita financiamento, IPTU R$1.078,00 cota única, são 15 andares e 5 apto por andar, portaria 24 hs, guarita pedestres e veículos, cerca elétrica, câmeras no elevador, área comum e nos andares, posição é o nascente.

entre em contato e agende uma visita.  ou  Rafael Liberato -"
Apartamentos,Venda - apartamento padrão,R$ 1.200,R$ 0,150m²,3,4,2,"Armários embutidos, Área de serviço, Armários na cozinha, Varanda","Salão de festas, Portaria, Condomínio fechado, Elevador",R$ 445.000,60125001,Fortaleza,Dionisio Torres,Rua José Vilar - de 2051/2052 a 3249/3250,"Código do anúncio: ED. SAINT PHILLIPE

O apartamento está localizado no bairro Dionisio Torres possui 150 metros quadrados com 3 quartos sendo 3 suites e 4 banheiros
Possui balcão externo espaçoso.Está em um condomínio protegido por grades.
Elevador que garante o transporte das suas malas e compras."
Apartamentos,Venda - apartamento padrão,R$ 380,R$ 80,59m²,2,2,1,"Academia, Piscina, Churrasqueira","Piscina, Salão de festas, Academia",R$ 440.000,60175045,Fortaleza,Papicu,Rua Pereira de Miranda - até 99997/99998,"Código do anúncio: Contato Ticiana WhatsApp: 85 ... ver número

O apartamento PORTEIRA FECHADA, PROJETADO E MOBILIADO no bairro Papicu, no HELBOR PARQUE CLUBE 2, tem 59 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros.
Possui salão de festas, espaço gourmet, parquinho com diferentes brinquedos, jardim, academia.
ÁREA DE LAZER COMPLETÍSSIMA 
Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva.Churrasqueira para você aproveitar nos momentos de descontração."
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,165m²,4,4,3,,,R$ 1.850.000,60810025,Fortaleza,Guararapes,Rua Doutor Márlio Fernandes,"Código do anúncio: AP1943

Localizado no bairro Guararapes, na Rua Marlio Fernandes, em um terreno com área de 2203,78,00m2. O empreendimento é constituído por 01(uma) torre residencial, com 23(vinte e três) pavimentos com as seguintes características:

O pavimento Subsolo 2 composto por vagas de garagem.

O pavimento Subsolo 1 composto por vagas de garagem e gerador.

O pavimento Térreo, composto por jardins com tratamento paisagístico, praças, piscina e ambientes de lazer.

20 (vinte) pavimentos tipos compostos por 02(dois) apartamentos com hall social individual e as seguintes dependências:

Sala de estar/jantar

Hall social individualizado

Varanda gourmet com bancada de apoio e churrasqueira

1 (uma) suíte casal com closet

2 (duas) suítes

1 (uma) suíte com wc reversível

Cozinha/área de serviço

Quarto e wc de serviço

Sacadas

Laje técnica

03 vagas de garagem -"
Apartamentos,Venda - apartamento padrão,R$ 190,R$ 0,60m²,2,1,1,Churrasqueira,"Salão de festas, Condomínio fechado, Portaria, Permitido animais",R$ 150.000,60310052,Fortaleza,Carlito Pamplona,Avenida Francisco Sá - de 2680 a 3964 - lado par,"Código do anúncio: AP MORADADOSOL

CONDOMÍNIO MORADA DO SOL.

 Portaria elevada
Playground
Quadra esportiva
Salão de festas

 Apartamento no segundo andar, sala grande dois ambientes, dois quartos, cozinha área de serviço e banheiro social.
Piso cerâmica
Janelas em esquadria de alumínio e vidro
.Segundo andar de escada
Condomínio bem organizado
Aceita financiamento bancário
Agende sua visita com a corretora  e avaliadora imobiliária Rejane Rebouças.
o apartamento já está desocupado, aguardando sua visita."
Casas,Venda - casa em rua pública,R$ 0,R$ 0,500m²,5 ou mais,5 ou mais,5 ou mais,"Piscina, Mobiliado",Piscina,R$ 890.000,60833183,Fortaleza,Sapiranga-Coité,Rua Salvador Correia de Sá - até 1399/1400,"Código do anúncio: GR SAPIRA_1-2457113

Casa para venda possui 500 metros quadrados com 5 quartos em José de Alencar - Fortaleza - Ceará 
 A casa no bairro José de Alencar tem 500 metros quadrados com 5 quartos sendo 5 suites e 7 banheiros 
 Vai lhe possibilitar curtir os dias mais quentes na piscina, todo o conforto do ar condicionado nos dias mais quentes.É mobiliado. 
 Contato:(85)98686.1600 - Gusatvo - CRECI - CE 5746 - F 
 
 
 
 - Características: Ar Condicionado, Móveis Planejados, Portão Eletrônico, 
 
 - Cômodos: Área de Serviço, Copa, Cozinha, Despensa, Escritório, 
 
 - Lazer: piscina, 
 
 - Proximidades: Bares e Restaurantes, Escola, Farmácia, Shopping Center, Supermercado,"
Apartamentos,Venda - apartamento padrão,R$ 1,R$ 1,64m²,3,1,2,"Academia, Mobiliado, Churrasqueira, Piscina","Condomínio fechado, Piscina, Academia, Salão de festas, Elevador, Portaria",R$ 355.000,60320105,Fortaleza,São Gerardo,Avenida Sargento Hermínio Sampaio - de 1353 a 2759 - lado ímpar,"Código do anúncio: VC29BT

Lindo apartamento no edifício Jardins.

Apartamento reformado, com piso em porcelanato claro, ambientes de sala e varanda integrados, com cortina de vidro, 3 quartos, sendo uma suíte com closet, wc social e duas vagas de garagem.

Condomínio com área de lazer completa."
Casas,Venda - casa em rua pública,R$ 0,R$ 0,116m²,3,2,3,"Varanda, Área de serviço",Permitido animais,R$ 260.000,60833426,Fortaleza,Sapiranga-Coité,Rua Doutor Correia Lima,"Código do anúncio: 4N4UMD

Casa com localização excelente, no melhor do bairro Sapiranga em Fortaleza/Ce. 

Oferece: 

240 m² de área total
116 m² de área útil
3 Quartos sendo 1 Suíte
2 Banheiros
Sala 
Varanda
Cozinha 
Área de Serviço
Amplo Quintal
3 Vagas de Garagem

Agende sua visita! 

Conceição Silva
Corretora e Avaliadora de Imóveis"
Casas,Venda - casa em rua pública,R$ 0,R$ 0,442m²,5 ou mais,5 ou mais,4,,,R$ 1.000.000,60830015,Fortaleza,José de Alencar,Rua Ministro Abner de Vasconcelos - de 1591/1592 ao fim,"Código do anúncio: 3186

Excelente casa de esquina, nascente, 5 suítes, mobília moderna,  varanda, 100% porcelanato, piscina + churrasqueira, jardim, 4 vagas, casa principal com 450m², casa de visita 69m², em terreno de 600m², ótima localização, próximo do Via Sul Shopping."
Apartamentos,Venda - apartamento padrão,,,60m²,2,1,1,Área de serviço,"Condomínio fechado, Portaria",R$ 79.000,60731538,Fortaleza,Bom Jardim,Rua Franciscano - até 568/569,"R$ 79.000,00, Apartamento 21 do Condomínio Tia Joana medindo aproximadamente 60 m², composto com sala, 01 WC, 02 quartos, cozinha e área de serviço, localizado próximo a Avenida Osório de Paiva, MAIORES INFORMAÇÕES; (85)... ver número, (85)... ver número, IMOBILIÁRIA E CONSTRUTORA SERRA DE GUARAMIRANGA CRECI 20525 J."
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,83m²,3,3,2,"Varanda, Área de serviço, Piscina, Churrasqueira, Academia","Segurança 24h, Academia, Piscina, Elevador",R$ 1.230.551,60115190,Fortaleza,Meireles,Rua Monsenhor Bruno - até 819/820,"Código do anúncio: AP1547

Apartamento com 2 quartos à venda em excelente localização no Meireles, um dos bairros mais tradicionais e valorizados de Fortaleza. A poucos metros da Praça Luiza Távora e próximo a serviços e conveniências.

Apartamento novo com área privativa de 82,84m2, 3 suítes, sala estar/jantar, varanda, cozinha americana e área de serviço com wc serviço. 02 vagas de garagem.

Condomínio com área de lazer completa, onde você, sua família e amigos poderão desfrutar de momentos de alegria e prazer: Brinquedoteca; Salão de festas com lounge externo; Fitness Interno e Externo; Piscina Adulto; Piscina Infantil; Deck Molhado (Prainha); Deck com Churrasqueira; Playground e Playground kids; Mini campo gramado; Bicicletário com bicicletas rotativas; Espelhos dagua. Guarita com eclusa para pedestres; Eclusa para veículos; Guarita com vidros de segurança.

ACEITA FINANCIAMENTO BANCÁRIO.


* Os preços, valores e informações contidos nesta página podem sofrer alterações sem prévio aviso. Por este motivo todas as informações devem ser confirmadas com o departamento comercial da Escala Imóveis.
** Fotos internas correspondem ao imóvel modelo. Móveis (fixos e soltos); objetos de decoração, assim como utensílios e eletrodomésticos, não estão inclusos no preço final do imóvel. -"
