Category,Type,Zipcode,City,Neighboor,Address,Description,c_Elevador,c_Portaria,c_Piscina,c_Portao_eletronico,c_Condominio_fechado,c_Segurança_24h,c_Permitido_animais,c_Area_murada,c_Academia,c_Salao_de_festas,p_Porteiro_24h,p_Churrasqueira,p_Piscina,p_Armarios_embutidos,p_Ar_condicionado,p_Quarto_de_servico,p_Varanda,p_Armarios_na_cozinha,p_Academia,p_Area_de_servico,p_Mobiliado,p_Salao_de_festas,Price_Value,Area_value,Bedrooms_qty,Bathrooms_qty,Garage_qty,square_meter_price,full_adress,location
Apartamentos,Venda - apartamento padrão,60125025,Fortaleza,Aldeota,Rua José Vilar - de 691/692 a 2049/2050,"Código do anúncio: JSMART JOSÉ VILAR

Entre morar perto de tudo e um apartamento que caiba no seu orçamento, smart é escolher os dois.

Conheça o J. Smart José Vilar, um empreendimento inteligente e eficiente como você: apartamentos compactos, com baixo custo de manutenção e áreas compartilhadas como coworking, lavanderia compartilhada, academia, terraço gourmet e muito mais.

Apartamentos de 1 ou 2 Suítes, com metragens de 37 ou 51 metros quadrados.

Localizado na José Vilar, quase esquina com Av Santos Dumont,  na área central da Aldeota.

Últimas unidades.
Entre em contato, agende sua visita no decorado e aproveite essa oportunidade de investimento.


J SMART - José Vilar.
Repasse unidade 803.
Unidade no 8° andar, vista livre para Norte.
Com a área de 37,38m - totalmente inteligente - em construção com entrega em maio/2023, devendo ser antecipada para dez/2022.
. 
Apto já com alteração de piso e suíte reversível fechada e 1 vaga de garagem.

Valor de venda baixou para R$ 399.000,00.
Saldo devedor de 280.000,00.
Repasse de 119.000,00.



Entre em contato e agende sua visita.
Ângelo Soeiro 
85.98790.1939 WhatsApp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399000,38,1,1,1,10500.0,"Rua José Vilar - de 691/692 a 2049/2050, Aldeota, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60455365,Fortaleza,Parquelândia,Rua Padre Guerra - de 916/917 a 2609/2610,"Código do anúncio: AP0154

Apartamento à venda com área privativa de 84,65 m², com 03 quartos, (02 suítes, uma reversível), sala de estar e jantar integradas à varanda, espaço home office, banheiro dependência, cozinha com área de serviço. 02 vagas de garagem.
Condomínio com infraestrutura e lazer dispõe de:
Piscina com raia de 25m  Sauna  Deck  Churrasqueira  Forno para pizza  Ducha  Quadra poliesportiva  Praça de convivência  Fitness centers aberto e fechado  02 Salões de festas  Halls de entrada decorado  Guarita com eclusa de segurança  Vestiários para as empregadas  Quarto do zelador  Grupo Gerador  Jardim com irrigação automática  Água e gás individualizados.

Localizado a poucos metros da Av. Jovita Feitosa e Av. Bezerra de Menezes, rápido e fácil acesso a diversos pontos como Nort Shopping Fortaleza, UFC, Parque Raquel de Queiróz, RioMar Kennedy. Além disso a região dispõem de diversas opções de serviços como bancos, escolas, farmácias, colégios, hospitais, academias, praças, supermercados e restaurantes. -",1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,750000,85,3,3,2,8823.529411764706,"Rua Padre Guerra - de 916/917 a 2609/2610, Parquelândia, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60120020,Fortaleza,Meireles,Rua Silva Paulet - até 764/765,"Código do anúncio: AP2467

Descrição
Prime Meireles Residence    Que tal morar no melhor de Meireles com as melhores vantagens e condições especiais para você, além de grandes experiencias em conforto e segurança no melhor de Fortaleza...

O CONDOMÍNIO
Ser Prime é ter o melhor que a orla da Beira-Mar pode oferecer a poucos metros da sua casa. Ou poder usufruir as melhores opções de lazer mesmo sem sair dela. Ser Prime é morar em um bairro nobre por natureza, mas que não para de se reinventar.

Uma Área de Lazer :

Salão de Festas com Copa e Lavabos
Salão de Jogos
Academia
Quadra de Esportes
Playground
Praça das Mamães
Gazebo Zen
Piscina Adulto e Infantil
Solarium
Deck Molhado
Lounge com Churraqueira
Lavabo
Pet Place
O MELHOR DO PRIME MEIRELES PRA VOCÊ
Infraestrutura para Medidores Individuais de Água, Luz e Água
Geradores para atender as Áreas Comuns
Sensores de Barreiras com Feixes Infravermelhos Instalados nos Muros Externos
Sensores de Presença nos Halls, Reduzindo o Consumo de Energia
Elevadores Sociais com Ar Condicionados
Irrigação Automática dos Jardins
Portaria com Eclusa de Segurança
Circuito Fechado de TV -",1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1700000,119,3,5,5,14285.714285714286,"Rua Silva Paulet - até 764/765, Meireles, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60110370,Fortaleza,Meireles,Rua Antônio Augusto - até 909/910,"Código do anúncio: 452

Inspirado no balneário de luxo no litoral da Espanha, local ideal para férias e entretenimento, o Marbella Home Club é um empreendimento completo que prioriza o seu lazer e bem estar.

Com localização privilegiada no bairro Aldeota, Marbella traz apartamentos de 110m² de área privativa, 3 suítes para o nascente e varanda gourmet integrada com a cozinha a partir de 733.900,00. 

 
LAZER COMPLETO COM:
Piscina adulto com raia de 25 metros
Piscina infantil
Prainha
Hidromassagem
Bar molhado
Sauna integrada com piscina
Deck gourmet com churrasqueira e forno de pizza
Amplo salão de festas com copa
Sala de jogos
Brinquedoteca
Sala de estudos
Home office
Campo gramado
Quadra de areia
Estação de alongamento
Playground infantil
Redário
Espaço Fitness
Bosque de piquenique
Pet's place

As informações estão sujeitas a alterações. Consulte o corretor responsável.
 


Chave do anúncio: KO80cQWgC4bz8d1b",0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,995460,110,3,3,0,9049.636363636364,"Rua Antônio Augusto - até 909/910, Meireles, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60192072,Fortaleza,Cocó,Rua Andrade Furtado - de 951/952 a 1939/1940,"Código do anúncio: 154RIB3

Belíssimo apartamento no bairro Cocó , área muito valorizada , muito próximo ao anfiteatro do parque do Cocó, supermercados , escolas, Shoppings, hospitais entre outros.

163m² de área privativa
Andar alto, muito ventilado
Todo projetado
03 suítes, (suíte máster com closet)
Estar intimo
lavabo
varanda, nascente total
Ampla sala
cozinha projetada, com área de serviço e dep completa
Deposito privativo;
02 vagas paralelas.
Documentação perfeita!

Condomínio: Segurança e portaria 24hs, Salão de Festas, Academia, Jardim, Playground.


Agende sua Visita",0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,750000,163,3,4,2,4601.226993865031,"Rua Andrade Furtado - de 951/952 a 1939/1940, Cocó, Fortaleza - CE",
Casas,Venda - casa em condominio fechado,60743780,Fortaleza,Passaré,Rua das Carnaúbas,"Código do anúncio: W&M CASA003

LINDA CASA DE CONDOMÍNIO NO PASSARÉ

CONDOMÍNIO PORTO PRÍNCIPE
RUA DAS CARNAÚBAS 
PRÓXIMO AO SUPERMERCADO TELEFRANGO E DA ACADEMIA GREENLIFE
DE FRENTE AO CONDOMÍNIO RESERVA PASSARÉ

DESCRIÇÃO DO IMÓVEL:
- 120m
- DUPLEX
- 3 DORMITÓRIOS, SENDO 2 SUÍTES (UMA MASTER COM VARANDA E CLOSET)
- LAVABO
- COZINHA AMPLA E PROJETADA
- CORREDORES LATERAIS
- QUINTAL
- ÁREA DE SERVIÇO COBERTA
- CHUVEIRÃO
- 4 VAGAS DE GARAGEM

LAZER:
- PISCINA
- DECK COM CHURRASQUEIRA

PORTARIA VIRTUAL, COM ZELADOR

VALOR DA PEDIDA: 435 MIL
VALOR DO CONDOMÍNIO: R$ 700,00

VAMOS MARCAR UMA VISITA SEM COMPROMISSO?
-",0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,435000,120,3,3,4,3625.0,"Rua das Carnaúbas, Passaré, Fortaleza - CE","Rua das Carnaúbas, Passaré, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60744-315, Brasil"
Apartamentos,Venda - apartamento padrão,60177250,Fortaleza,De Lourdes,Avenida Engenheiro Luiz Vieira - lado par,"Código do anúncio: AP0448

O Talassa Dunas Residence está localizado em um ponto ideal para quem quer morar bem no bairro Dunas  Fortaleza. Apartamento com area de 61,86m, 2 quartos, 1 a 2 suites, 2 vagas na garagem. Próximo à via mais importante da localidade, a Av. Alberto Sá. Oferece fácil deslocamento a diversos pontos da cidade, permitindo uma rápida locomoção até o destino.

O bairro Dunas está localizado na área nobre e privilegiada de Fortaleza.

""Nosso melhor negócio é o seu bem estar."" -",1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,402000,62,2,2,2,6483.870967741936,"Avenida Engenheiro Luiz Vieira - lado par, De Lourdes, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60310400,Fortaleza,Jacarecanga,Rua Padre Constantino,"Código do anúncio: COND. NAVEGANTES

O apartamento está localizado no bairro Jacarecanga tem 48 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros
Possui espaço gourmet, espaço jardinado, playground, espaço para festas.
Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva, todo o conforto do ar condicionado nos dias mais quentes.Churrasqueira para você aproveitar nos momentos de descontração.
Elevador para mais praticidade no dia-a-dia.
Encontra-se em um condomínio protegido por muros.",1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,259000,48,2,2,1,5395.833333333333,"Rua Padre Constantino, Jacarecanga, Fortaleza - CE","Rua Padre Constantino, Jacarecanga, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60310-400, Brasil"
Apartamentos,Venda - apartamento padrão,60811150,Fortaleza,Engenheiro Luciano Cavalcante,Rua Caio Cid,"Código do anúncio: QJ3079

O apartamento está localizado no bairro Engenheiro Luciano Cavalcante tem 124 metros quadrados com 3 quartos sendo 3 suítes e 3 banheiros
Possui academia, espaço gourmet, espaço jardinado, área de brinquedo para as crianças, salão de festas.
Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva, todo o conforto do ar condicionado nos dias mais quentes. Churrasqueira para você aproveitar nos momentos de descontração.
Elevador que garante o transporte das suas malas e compras.
Encontra-se em um condomínio protegido por muros.
Já tem os móveis incluídos.

CONDOMINIO PARQUE RENATA  APARTAMENTOS NO BAIRRO LUCIANO.

Apartamentos: 136 | Apartamentos Por Andar: 04

Torres: 02 | Elevadores: 03

Pavimentos: 17 (Tipo) | Área do Terreno: 6.135,00m²

Área Privativa:

Tipo A1  124,33m²: (Final 01 e 04) - (14º ao 17º Andar)

(03 Suítes sendo 01 Reversível) + Dependência Completa

-Sala de Estar e Jantar,

-Cozinha,

-Área de Serviço,

-Varanda Gourmet Estendida,

-Banheiro de Casal com Cuba Dupla,

-Suíte de Casal com Varanda Privativa,

-Laje Técnica,



Vagas de Garagem: 02

Agende já uma visita !!

Nossos canais de vendas:

https://api.whatsapp.com/send?phone=

Instagram: https://www.instagram.com/alpha_conceito/

Site: https://linktr.ee/alphaconceito

Youtube: https://www.youtube.com/channel/UCdIePXD1tnVVYWxwv1NpGRA

#apartamento #imovelnovo #apartamentodeluxo #financimento #fortaleza #altopadrão #eusebio #casanova #casadeluxo #alphaville #alphavillefortaleza #alphaimobiliaira #suacasapropria #saiadoaluguel #casaemcondominio #condominio #venhapraalpha #temosseuimovel",1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1250000,124,3,3,3,10080.645161290322,"Rua Caio Cid, Engenheiro Luciano Cavalcante, Fortaleza - CE","Rua Caio Cid, Engenheiro Luciano Cavalcante, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60811-150, Brasil"
Apartamentos,Venda - apartamento padrão,60135270,Fortaleza,Aldeota,Rua Vicente Linhares - até 1478/1479,"Código do anúncio: APTO MAISON PLATINE

Apartamento no COCÓ,  medindo 114m2, nascente, 3 quartos,  sendo 2 suítes, mais um banheiro social, DCE, ampla cozinha, sala em L, 2 vagas de garagem no subsolo, 2 elevadores (social e servico), portaria 24h, gás  enganado individualizado, prédio com câmeras,  poço  profundo, salão de festas. 

Ótima localização,  próximo ao Iguatemi, em frente ao Pátio Cocó, a 100m de suas trilhas, próximo a farmácias, Detran, supermercados São Luís, Frangolandia, Pinheiro, Cometa, Center Box, Pao-de-Acucar, academia Smart Fit, Colégios 7 de Setembro e Ary de Sá  e bancos. 

Situado na Rua Vicente Linhares, 1550, com Av . Engenheiro Santana Júnior. Condomínio-R$ 850,00, incluindo a água.

Maiores informações falar com Ângelo Soeiro, 85.98790.1939 WhatsApp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439000,114,3,3,2,3850.877192982456,"Rua Vicente Linhares - até 1478/1479, Aldeota, Fortaleza - CE",
Casas,Venda - casa em rua pública,60840115,Fortaleza,Messejana,Rua Joaquim Felício - até 1449/1450,"Código do anúncio: CA005RA

- Excelente casa  no bairro Messejana, com ótima localização. A poucos metros da San Michel da Washington Soares e Cometa Supermercados da Mesejana. Acesso fácil e rápido para o centro de Messejana.
- São 150,00 m² de área construída. 
- Terreno com 7m de frente e 28m de fundo.
- Distribuídos em 6 quartos, sendo 2 suítes.
- Na parte inferior (térreo) são: 3 quartos, sala, cozinha, área de ventilação e quintal.
- Na parte superior são: 2 quartos + 1 suíte, sala, cozinha e uma ótima varanda.
- 2 vagas de garagem para carros.
- Casa bem arejada com um bom quintal.

Agendamento de visita e mais informações:
 Rafael Reis Coordenador de Vendas Militão Imóveis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,470000,150,5,3,2,3133.3333333333335,"Rua Joaquim Felício - até 1449/1450, Messejana, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60521075,Fortaleza,Henrique Jorge,Rua Eurico Medina - de 746/747 ao fim,"Código do anúncio: 29

Apartamento novo, 3 quartos, esquina com Avenida Porto Velho.

- sala de estar e jantar
- varanda
- 1 suíte
- cozinha
- área de serviço
- banheiro social

Condomínio:
- portaria permanente
- guarita elevada com célula de segurança
- playground
- campinho de futebol
- churrasqueira
- salão de festas duplex com banheiro e depósito 
- 1 vaga de garagem

* Aceita pets.

Localizado próximo a shoppings, igrejas, redes de ensino, restaurantes, entre outros. 

Agende uma visita e confira agora mesmo!",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,210000,60,3,2,1,3500.0,"Rua Eurico Medina - de 746/747 ao fim, Henrique Jorge, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60811110,Fortaleza,Engenheiro Luciano Cavalcante,Rua Luiza Miranda Coelho,"Código do anúncio: 33546

Condominio Club com area de lazer completissimo! Excelente apartamento 100% Nascente,3 quartos, sendo 2 suites.Cozinha Americana integrada a sala e varandaSala de estar e jantar integrada a varanda gourmetVaranda com bancada, pia e pontos de gas e de energiaWC de servicoArmarios na cozinha e banheiros. Roupeiros na suite master.2 vagas de garagemGostou? Vamos agendar uma visita? 
                    Atualizado em  :51.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560000,74,3,2,2,7567.5675675675675,"Rua Luiza Miranda Coelho, Engenheiro Luciano Cavalcante, Fortaleza - CE","Rua Luiza Miranda Coelho, Conjunto Santa Luzia do Cocó, Engenheiro Luciano Cavalcante, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60811-110, Brasil"
Apartamentos,Venda - apartamento padrão,60175415,Fortaleza,Papicu,Rua Fausto Cabral,"Código do anúncio: AP1504

ARRAIS IMOBILIÁRIA vende (AO):

::: Aprovamos seu financiamento :::
- Cote o melhor banco:
CAIXA | ITAU | BRADESCO | SANTANDER

::: Regularizamos o seu imóvel::::
INVENTÁRIO | USUCAPIÃO | AVERBAÇÃO | POSSE.

::: Oportunidade no Bairro
/Excelente/Belíssimo /Casa/Apartamento no Bairro .

::: CARACTERÍSTICAS
::: 03 Quartos,  com 02 Suíte;
::: 02 Banheiros ;
::: Sala
::: Cozinha
::: 01 Vaga
::: Térreo

ÁREA COMUM
::: 01 Elevador
::: Jardins;

LAZER
::: Deck c/ Churrasqueira;
::: Quadra Esportiva;
::: Playground;
::: Salão de Festas;
::: Piscina Adulta e Infantil;
::: Fitness;
::: Bancos de Convivência;

SEGURANÇA
::: Portão Elétrico;
::: Guarita;
::: Porteiro 24h;
::: Cerca Elétrica;
::: Câmeras de Segurança
::: Posição 100% (Nascente)
:::: Localização::: Próximo à Escolas, Hospitais, Parada de Ônibus,
Padarias, Posto de Gasolina, Farmácias, Supermercados, Igrejas.

::: Contatos e Maiores Informações:

::: Setor Vendas (Seg à Sáb - 8h as 17h)
(85) 9.  (Zap/Cel)

ALUGUE COM SEGURANÇA:
::: Setor Locação (Seg à Sex - 8h as 17h)
(85) 99606.5839/ (Zap/Cel) -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280000,72,3,2,1,3888.8888888888887,"Rua Fausto Cabral, Papicu, Fortaleza - CE","Rua Fausto Cabral, Papicu, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60176-096, Brasil"
Apartamentos,Venda - apartamento padrão,60192115,Fortaleza,Cocó,Rua Doutor Gilberto Studart - de 1831/1832 a 2324/2325,"Código do anúncio: APT55987

Belíssimo apartamento em um dos melhores bairros de fortaleza
Já pensou em viver em uma cidade com praias belíssimas, com qualidade de vida e bem-estar? Seu sonho está prestes a se tornar realidade. -/

Conheça o Tao Residence empreendimento localizado no charmoso Bairro Cocó.
 Apartamento a venda no Cocó
114 m2, apartamento 100% projetado 
Sala ampla com integração para a Varanda
Ambientes com móveis projetados e projetos de iluminação
2 quartos sendo 2 suítes
3 vagas de garagem
100% projetado e fino Acabamento

Área de Lazer:
Forno de Pizza/Pão
 Piscina
 Piscina Infantil
 Playground
 Quadra poliesportiva
 Sala Fitness
 Salão de festas
 Salão de jogos
 Sauna Seca
 Spa

Maiores Informações: 
Rafael Moura (85) 99645.5857 tim (whatshapp)
João Henrique (85) 98594.0829 tim (whatshapp)",1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,859000,114,3,3,3,7535.087719298245,"Rua Doutor Gilberto Studart - de 1831/1832 a 2324/2325, Cocó, Fortaleza - CE",
Casas,Venda - casa em rua pública,60525255,Fortaleza,João XXIII,Rua Luciano Queirós - de 1241/1242 ao fim,"Código do anúncio: vendo

A casa está localizado no bairro João XXIII com 120 metros quadrados com 3 quartos e 1 banheiro excelente localização perto de escolas restaurantes supermercados",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,120,3,1,1,2083.3333333333335,"Rua Luciano Queirós - de 1241/1242 ao fim, João XXIII, Fortaleza - CE",
Casas,Venda - casa em condominio fechado,60836085,Fortaleza,Sabiaguaba,Rua Francisco Matias,"Código do anúncio: lu02

Casa Condomínio Carmel Bosque unidade 30 está localizado no bairro Lagoa Redonda possui 186 metros quadrados com 3 quartos sendo 3 suítes e 5 banheiros ,Possui academia, espaço gourmet, espaço jardinado, área de recreação infantil, varanda.
Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva. Churrasqueira para você aproveitar nos momentos de descontração.
Fica em um condomínio fechado. Estrutura de Condomínio Club.",0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,990000,186,3,5,4,5322.580645161291,"Rua Francisco Matias, Sabiaguaba, Fortaleza - CE","Rua Francisco Matias, Sapiranga / Coité, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60836-085, Brasil"
Apartamentos,Venda - apartamento padrão,60861212,Fortaleza,Boa Vista-Castelão,Avenida Alberto Craveiro - de 1002 ao fim - lado par,"Código do anúncio: O6IF7O

OPORTUNIDADE!!
APTO COMPACTO LOCALIZADO NA AV. ALBERTO CRAVEIRO!!
PROJETADO!!!
45m2 De Área Construída
2 Quartos
Banheiro Social
1 Vaga

ÁREA COMOM DO CONDOMÍNIO:
Piscina Adulto e Infantil
Academia
Campinho De Futebol
Playground
R$ 209.000,00
AGENDE UMA VISITA!
Contato: Michel Silvano(85)99956.0638
CRECI 16614",0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,209000,45,2,1,1,4644.444444444444,"Avenida Alberto Craveiro - de 1002 ao fim - lado par, Boa Vista-Castelão, Fortaleza - CE",
